4.855600000000000023e+02 0.000000000000000000e+00
4.861299999999999955e+02 0.000000000000000000e+00
4.866999999999999886e+02 0.000000000000000000e+00
4.872699999999999818e+02 0.000000000000000000e+00
4.878399999999999750e+02 0.000000000000000000e+00
4.884100000000000250e+02 0.000000000000000000e+00
4.889800000000000182e+02 0.000000000000000000e+00
4.895500000000000114e+02 0.000000000000000000e+00
4.901200000000000045e+02 0.000000000000000000e+00
4.906899999999999977e+02 0.000000000000000000e+00
4.912599999999999909e+02 0.000000000000000000e+00
4.918299999999999841e+02 0.000000000000000000e+00
4.923999999999999773e+02 0.000000000000000000e+00
4.929700000000000273e+02 0.000000000000000000e+00
4.935400000000000205e+02 0.000000000000000000e+00
4.941100000000000136e+02 0.000000000000000000e+00
4.946800000000000068e+02 0.000000000000000000e+00
4.952500000000000000e+02 0.000000000000000000e+00
4.958199999999999932e+02 0.000000000000000000e+00
4.963899999999999864e+02 0.000000000000000000e+00
4.969599999999999795e+02 0.000000000000000000e+00
4.975299999999999727e+02 0.000000000000000000e+00
4.981000000000000227e+02 0.000000000000000000e+00
4.986700000000000159e+02 0.000000000000000000e+00
4.992400000000000091e+02 0.000000000000000000e+00
4.998100000000000023e+02 0.000000000000000000e+00
4.855600000000000023e+02 1.000000000000000000e+00
4.861299999999999955e+02 1.000000000000000000e+00
4.866999999999999886e+02 1.000000000000000000e+00
4.872699999999999818e+02 1.000000000000000000e+00
4.878399999999999750e+02 1.000000000000000000e+00
4.884100000000000250e+02 1.000000000000000000e+00
4.889800000000000182e+02 1.000000000000000000e+00
4.895500000000000114e+02 1.000000000000000000e+00
4.901200000000000045e+02 1.000000000000000000e+00
4.906899999999999977e+02 1.000000000000000000e+00
4.912599999999999909e+02 1.000000000000000000e+00
4.918299999999999841e+02 1.000000000000000000e+00
4.923999999999999773e+02 1.000000000000000000e+00
4.929700000000000273e+02 1.000000000000000000e+00
4.935400000000000205e+02 1.000000000000000000e+00
4.941100000000000136e+02 1.000000000000000000e+00
4.946800000000000068e+02 1.000000000000000000e+00
4.952500000000000000e+02 1.000000000000000000e+00
4.958199999999999932e+02 1.000000000000000000e+00
4.963899999999999864e+02 1.000000000000000000e+00
4.969599999999999795e+02 1.000000000000000000e+00
4.975299999999999727e+02 1.000000000000000000e+00
4.981000000000000227e+02 1.000000000000000000e+00
4.986700000000000159e+02 1.000000000000000000e+00
4.992400000000000091e+02 1.000000000000000000e+00
4.998100000000000023e+02 1.000000000000000000e+00
4.855600000000000023e+02 2.000000000000000000e+00
4.861299999999999955e+02 2.000000000000000000e+00
4.866999999999999886e+02 2.000000000000000000e+00
4.872699999999999818e+02 2.000000000000000000e+00
4.878399999999999750e+02 2.000000000000000000e+00
4.884100000000000250e+02 2.000000000000000000e+00
4.889800000000000182e+02 2.000000000000000000e+00
4.895500000000000114e+02 2.000000000000000000e+00
4.901200000000000045e+02 2.000000000000000000e+00
4.906899999999999977e+02 2.000000000000000000e+00
4.912599999999999909e+02 2.000000000000000000e+00
4.918299999999999841e+02 2.000000000000000000e+00
4.923999999999999773e+02 2.000000000000000000e+00
4.929700000000000273e+02 2.000000000000000000e+00
4.935400000000000205e+02 2.000000000000000000e+00
4.941100000000000136e+02 2.000000000000000000e+00
4.946800000000000068e+02 2.000000000000000000e+00
4.952500000000000000e+02 2.000000000000000000e+00
